harpnum,timestamp,goes_class
1834,2012-07-05 00:00:00,M1.3
1834,2012-07-05 12:00:00,
1834,2012-07-06 00:00:00,
1834,2012-07-06 12:00:00,M1.0
1834,2012-07-07 00:00:00,M1.0
1834,2012-07-07 12:00:00,
1834,2012-07-08 00:00:00,C9.2
1834,2012-07-08 12:00:00,C9.2
1834,2012-07-09 00:00:00,M1.1
1834,2012-07-09 12:00:00,M2.0
1834,2012-07-10 00:00:00,M2.0
1834,2012-07-10 12:00:00,C9.9
1834,2012-07-11 00:00:00,C9.9
1834,2012-07-11 12:00:00,C5.6
1834,2012-07-12 00:00:00,X1.4
1834,2012-07-12 12:00:00,X1.4
1834,2012-07-13 00:00:00,C2.4
1834,2012-07-13 12:00:00,M1.0
1834,2012-07-14 00:00:00,M1.0
1834,2012-07-14 12:00:00,C2.5
1834,2012-07-15 00:00:00,C3.8
1834,2012-07-15 12:00:00,C3.8
1834,2012-07-16 00:00:00,C7.5
1834,2012-07-16 12:00:00,C7.5
1834,2012-07-17 00:00:00,M1.7
1834,2012-07-17 12:00:00,M1.7
1834,2012-07-18 00:00:00,C4.5
1834,2012-07-18 12:00:00,M7.7
1834,2012-07-19 00:00:00,M7.7
1845,2012-07-06 00:00:00,
1845,2012-07-06 12:00:00,
1866,2012-07-15 00:00:00,
1866,2012-07-15 12:00:00,
1866,2012-07-16 00:00:00,
1866,2012-07-16 12:00:00,
1866,2012-07-17 00:00:00,
1866,2012-07-17 12:00:00,
1877,2012-07-22 00:00:00,
1877,2012-07-22 12:00:00,C2.0
1877,2012-07-23 00:00:00,C2.0
1877,2012-07-23 12:00:00,
1877,2012-07-24 00:00:00,
1877,2012-07-24 12:00:00,B5.9
1877,2012-07-25 00:00:00,B5.9
1877,2012-07-25 12:00:00,B6.8
1877,2012-07-26 00:00:00,B6.8
1886,2012-07-25 00:00:00,
1886,2012-07-25 12:00:00,
1907,2012-07-30 00:00:00,C6.3
1907,2012-07-30 12:00:00,C6.3
1907,2012-07-31 00:00:00,C5.0
1907,2012-07-31 12:00:00,C5.0
1907,2012-08-01 00:00:00,C2.4
1907,2012-08-01 12:00:00,C1.1
1907,2012-08-02 00:00:00,
1907,2012-08-02 12:00:00,C2.8
1907,2012-08-03 00:00:00,C2.8
1907,2012-08-03 12:00:00,C3.5
1907,2012-08-04 00:00:00,C3.5
1907,2012-08-04 12:00:00,C1.1
1907,2012-08-05 00:00:00,C1.1
1907,2012-08-05 12:00:00,
1907,2012-08-06 00:00:00,
1907,2012-08-06 12:00:00,
1907,2012-08-07 00:00:00,
1907,2012-08-07 12:00:00,C1.7
1907,2012-08-08 00:00:00,C1.7
1907,2012-08-08 12:00:00,C3.2
1907,2012-08-09 00:00:00,C3.2
1907,2012-08-09 12:00:00,C1.1
1907,2012-08-10 00:00:00,C2.7
1907,2012-08-10 12:00:00,M1.0
1907,2012-08-11 00:00:00,M1.0
1907,2012-08-11 12:00:00,
1907,2012-08-12 00:00:00,
1930,2012-08-06 00:00:00,M1.6
1930,2012-08-06 12:00:00,C2.8
1930,2012-08-07 00:00:00,C4.1
1930,2012-08-07 12:00:00,C4.9
1930,2012-08-08 00:00:00,C4.9
1930,2012-08-08 12:00:00,C8.4
1930,2012-08-09 00:00:00,C8.4
1930,2012-08-09 12:00:00,C4.2
1930,2012-08-10 00:00:00,C4.2
1930,2012-08-10 12:00:00,C1.4
1930,2012-08-11 00:00:00,C2.0
1930,2012-08-11 12:00:00,C2.0
1930,2012-08-12 00:00:00,B8.1
1930,2012-08-12 12:00:00,B8.1
1930,2012-08-13 00:00:00,
1930,2012-08-13 12:00:00,C1.1
1930,2012-08-14 00:00:00,C1.6
1930,2012-08-14 12:00:00,C1.6
1930,2012-08-15 00:00:00,B6.8
1930,2012-08-15 12:00:00,B6.8
1930,2012-08-16 00:00:00,B6.0
1930,2012-08-16 12:00:00,
1930,2012-08-17 00:00:00,
1951,2012-08-20 00:00:00,
1959,2012-08-22 00:00:00,
1959,2012-08-22 12:00:00,
1959,2012-08-23 00:00:00,
1959,2012-08-23 12:00:00,
1959,2012-08-24 00:00:00,
1959,2012-08-24 12:00:00,
1962,2012-08-22 00:00:00,
1962,2012-08-22 12:00:00,
1962,2012-08-23 00:00:00,
1962,2012-08-23 12:00:00,
1962,2012-08-24 00:00:00,
1962,2012-08-24 12:00:00,C1.7
1962,2012-08-25 00:00:00,C1.7
1962,2012-08-25 12:00:00,B5.1
1962,2012-08-26 00:00:00,B5.1
1962,2012-08-26 12:00:00,B7.8
1970,2012-08-24 00:00:00,
1970,2012-08-24 12:00:00,
1970,2012-08-25 00:00:00,
1970,2012-08-25 12:00:00,
1970,2012-08-26 00:00:00,
1970,2012-08-26 12:00:00,
1978,2012-08-26 00:00:00,
1979,2012-08-26 00:00:00,
1979,2012-08-26 12:00:00,B9.8
1979,2012-08-27 00:00:00,B9.8
1979,2012-08-27 12:00:00,B6.3
1979,2012-08-28 00:00:00,B6.3
1979,2012-08-28 12:00:00,
1979,2012-08-29 00:00:00,
1979,2012-08-29 12:00:00,
1993,2012-08-29 00:00:00,
1993,2012-08-29 12:00:00,
1993,2012-08-30 00:00:00,
1993,2012-08-30 12:00:00,C2.9
1993,2012-08-31 00:00:00,C2.9
1993,2012-08-31 12:00:00,
1993,2012-09-01 00:00:00,
1993,2012-09-01 12:00:00,C2.9
1993,2012-09-02 00:00:00,C5.5
1993,2012-09-02 12:00:00,C5.5
1993,2012-09-03 00:00:00,C1.3
1993,2012-09-03 12:00:00,C1.3
1993,2012-09-04 00:00:00,
1993,2012-09-04 12:00:00,C1.5
1993,2012-09-05 00:00:00,C1.5
1993,2012-09-05 12:00:00,M1.6
1993,2012-09-06 00:00:00,M1.6
1993,2012-09-06 12:00:00,C8.0
1993,2012-09-07 00:00:00,C1.6
1993,2012-09-07 12:00:00,
1993,2012-09-08 00:00:00,
1996,2012-08-29 00:00:00,C4.0
1996,2012-08-29 12:00:00,C4.0
1996,2012-08-30 00:00:00,M1.3
1996,2012-08-30 12:00:00,M1.3
1996,2012-08-31 00:00:00,C1.7
1996,2012-08-31 12:00:00,
1996,2012-09-01 00:00:00,
1999,2012-08-30 00:00:00,M1.3
1999,2012-08-30 12:00:00,M1.3
1999,2012-08-31 00:00:00,C2.2
1999,2012-08-31 12:00:00,C2.2
1999,2012-09-01 00:00:00,C2.2
1999,2012-09-01 12:00:00,C2.2
1999,2012-09-02 00:00:00,C2.1
1999,2012-09-02 12:00:00,C4.0
1999,2012-09-03 00:00:00,C4.0
1999,2012-09-03 12:00:00,C2.9
1999,2012-09-04 00:00:00,C2.7
1999,2012-09-04 12:00:00,C7.2
1999,2012-09-05 00:00:00,C7.2
1999,2012-09-05 12:00:00,C3.0
1999,2012-09-06 00:00:00,C3.0
1999,2012-09-06 12:00:00,C1.4
1999,2012-09-07 00:00:00,C2.1
1999,2012-09-07 12:00:00,C2.8
1999,2012-09-08 00:00:00,M1.4
1999,2012-09-08 12:00:00,M1.4
1999,2012-09-09 00:00:00,M1.2
1999,2012-09-09 12:00:00,M1.2
1999,2012-09-10 00:00:00,C6.0
1999,2012-09-10 12:00:00,C6.0
1999,2012-09-11 00:00:00,C4.1
1999,2012-09-11 12:00:00,C4.1
1999,2012-09-12 00:00:00,C1.5
2011,2012-09-03 00:00:00,
2011,2012-09-03 12:00:00,
2017,2012-09-05 00:00:00,
2021,2012-09-06 00:00:00,
2021,2012-09-06 12:00:00,
2021,2012-09-07 00:00:00,
2021,2012-09-07 12:00:00,
2021,2012-09-08 00:00:00,
2037,2012-09-15 00:00:00,B9.0
2037,2012-09-15 12:00:00,B9.0
2037,2012-09-16 00:00:00,
2037,2012-09-16 12:00:00,
2037,2012-09-17 00:00:00,
2037,2012-09-17 12:00:00,
2037,2012-09-18 00:00:00,
2039,2012-09-16 00:00:00,
2039,2012-09-16 12:00:00,
2039,2012-09-17 00:00:00,
2040,2012-09-17 00:00:00,C2.1
2040,2012-09-17 12:00:00,C2.1
2040,2012-09-18 00:00:00,C1.3
2040,2012-09-18 12:00:00,B5.3
2040,2012-09-19 00:00:00,B5.3
2040,2012-09-19 12:00:00,
2040,2012-09-20 00:00:00,
2040,2012-09-20 12:00:00,
2040,2012-09-21 00:00:00,
2040,2012-09-21 12:00:00,
2040,2012-09-22 00:00:00,
2040,2012-09-22 12:00:00,
2040,2012-09-23 00:00:00,
2040,2012-09-23 12:00:00,B9.6
2040,2012-09-24 00:00:00,B9.6
2040,2012-09-24 12:00:00,C3.6
2040,2012-09-25 00:00:00,C3.6
2040,2012-09-25 12:00:00,
2040,2012-09-26 00:00:00,
2040,2012-09-26 12:00:00,
2040,2012-09-27 00:00:00,C3.7
2040,2012-09-27 12:00:00,C3.7
2040,2012-09-28 00:00:00,
2040,2012-09-28 12:00:00,C1.2
2040,2012-09-29 00:00:00,C1.6
2040,2012-09-29 12:00:00,M1.3
2040,2012-09-30 00:00:00,M1.3
2040,2012-09-30 12:00:00,C9.9
2040,2012-10-01 00:00:00,C4.8
2040,2012-10-01 12:00:00,C4.8
2040,2012-10-02 00:00:00,
2040,2012-10-02 12:00:00,
2040,2012-10-03 00:00:00,
2040,2012-10-03 12:00:00,
2040,2012-10-04 00:00:00,
2044,2012-09-18 00:00:00,
2044,2012-09-18 12:00:00,
2044,2012-09-19 00:00:00,C2.6
2047,2012-09-19 00:00:00,
2059,2012-09-23 00:00:00,
2059,2012-09-23 12:00:00,
2059,2012-09-24 00:00:00,
2061,2012-09-24 00:00:00,C1.9
2061,2012-09-24 12:00:00,C1.9
2061,2012-09-25 00:00:00,C4.5
2098,2012-10-01 00:00:00,
2098,2012-10-01 12:00:00,
2098,2012-10-02 00:00:00,
2098,2012-10-02 12:00:00,
2098,2012-10-03 00:00:00,B4.3
2098,2012-10-03 12:00:00,B4.3
2098,2012-10-04 00:00:00,
2098,2012-10-04 12:00:00,
2098,2012-10-05 00:00:00,
2098,2012-10-05 12:00:00,B5.3
2098,2012-10-06 00:00:00,B5.3
2098,2012-10-06 12:00:00,B4.5
2109,2012-10-08 00:00:00,C2.0
2109,2012-10-08 12:00:00,C2.0
2109,2012-10-09 00:00:00,
2109,2012-10-09 12:00:00,
2109,2012-10-10 00:00:00,C1.5
2109,2012-10-10 12:00:00,C4.6
2109,2012-10-11 00:00:00,C4.6
2109,2012-10-11 12:00:00,C9.0
2109,2012-10-12 00:00:00,C9.0
2109,2012-10-12 12:00:00,C1.0
2109,2012-10-13 00:00:00,C1.5
2109,2012-10-13 12:00:00,C1.5
2109,2012-10-14 00:00:00,
2109,2012-10-14 12:00:00,B8.1
2109,2012-10-15 00:00:00,C1.4
2109,2012-10-15 12:00:00,C1.4
2110,2012-10-09 00:00:00,
2112,2012-10-10 00:00:00,
2112,2012-10-10 12:00:00,
2112,2012-10-11 00:00:00,
2117,2012-10-16 00:00:00,
2117,2012-10-16 12:00:00,
2117,2012-10-17 00:00:00,
2117,2012-10-17 12:00:00,
2117,2012-10-18 00:00:00,
2117,2012-10-18 12:00:00,
2117,2012-10-19 00:00:00,
2117,2012-10-19 12:00:00,
2117,2012-10-20 00:00:00,
2117,2012-10-20 12:00:00,
2123,2012-10-16 00:00:00,C1.0
2123,2012-10-16 12:00:00,C1.0
2123,2012-10-17 00:00:00,C1.3
2123,2012-10-17 12:00:00,C1.3
2123,2012-10-18 00:00:00,
2123,2012-10-18 12:00:00,
2123,2012-10-19 00:00:00,C1.7
2123,2012-10-19 12:00:00,C1.7
2123,2012-10-20 00:00:00,
2123,2012-10-20 12:00:00,
2123,2012-10-21 00:00:00,
2130,2012-10-17 00:00:00,C7.4
2130,2012-10-17 12:00:00,C2.0
2130,2012-10-18 00:00:00,C1.4
2130,2012-10-18 12:00:00,C1.4
2130,2012-10-19 00:00:00,
2130,2012-10-19 12:00:00,
2130,2012-10-20 00:00:00,C2.7
2130,2012-10-20 12:00:00,C2.7
2130,2012-10-21 00:00:00,C1.8
2130,2012-10-21 12:00:00,C1.8
2130,2012-10-22 00:00:00,
2130,2012-10-22 12:00:00,
2131,2012-10-17 00:00:00,
2137,2012-10-20 00:00:00,M9.0
2137,2012-10-20 12:00:00,M9.0
2137,2012-10-21 00:00:00,M1.3
2137,2012-10-21 12:00:00,M1.3
2137,2012-10-22 00:00:00,M5.0
2137,2012-10-22 12:00:00,X1.8
2137,2012-10-23 00:00:00,X1.8
2137,2012-10-23 12:00:00,C4.2
2137,2012-10-24 00:00:00,C4.2
2137,2012-10-24 12:00:00,C1.4
2137,2012-10-25 00:00:00,B9.0
2137,2012-10-25 12:00:00,
2137,2012-10-26 00:00:00,C1.1
2137,2012-10-26 12:00:00,C1.1
2137,2012-10-27 00:00:00,B9.7
2137,2012-10-27 12:00:00,
2137,2012-10-28 00:00:00,
2137,2012-10-28 12:00:00,
2137,2012-10-29 00:00:00,
2137,2012-10-29 12:00:00,B8.4
2137,2012-10-30 00:00:00,B8.4
2137,2012-10-30 12:00:00,C1.1
2137,2012-10-31 00:00:00,C1.1
2137,2012-10-31 12:00:00,B3.9
2137,2012-11-01 00:00:00,B7.0
2137,2012-11-01 12:00:00,B7.0
2137,2012-11-02 00:00:00,B6.9
2143,2012-10-22 00:00:00,
2155,2012-10-26 00:00:00,C1.8
2155,2012-10-26 12:00:00,C1.6
2155,2012-10-27 00:00:00,C1.1
2169,2012-10-30 00:00:00,
2173,2012-11-01 00:00:00,
2176,2012-11-04 00:00:00,
2178,2012-11-04 00:00:00,
2178,2012-11-04 12:00:00,
2181,2012-11-05 00:00:00,
2181,2012-11-05 12:00:00,
2181,2012-11-06 00:00:00,
2181,2012-11-06 12:00:00,
2181,2012-11-07 00:00:00,
2181,2012-11-07 12:00:00,
2181,2012-11-08 00:00:00,B6.2
2181,2012-11-08 12:00:00,B6.2
2181,2012-11-09 00:00:00,B7.6
2181,2012-11-09 12:00:00,B7.6
2181,2012-11-10 00:00:00,
2181,2012-11-10 12:00:00,
2181,2012-11-11 00:00:00,C1.2
2186,2012-11-07 00:00:00,
2186,2012-11-07 12:00:00,M1.7
2186,2012-11-08 00:00:00,M1.7
2186,2012-11-08 12:00:00,B6.6
2191,2012-11-09 00:00:00,
2191,2012-11-09 12:00:00,
2191,2012-11-10 00:00:00,
2191,2012-11-10 12:00:00,
2191,2012-11-11 00:00:00,
2191,2012-11-11 12:00:00,
2191,2012-11-12 00:00:00,M2.0
2191,2012-11-12 12:00:00,M6.0
2191,2012-11-13 00:00:00,M6.0
2191,2012-11-13 12:00:00,M2.8
2191,2012-11-14 00:00:00,M1.1
2191,2012-11-14 12:00:00,C2.8
2191,2012-11-15 00:00:00,C2.8
2191,2012-11-15 12:00:00,C2.1
2191,2012-11-16 00:00:00,C1.4
2191,2012-11-16 12:00:00,C1.2
2191,2012-11-17 00:00:00,C2.8
2191,2012-11-17 12:00:00,C2.8
2191,2012-11-18 00:00:00,C1.0
2191,2012-11-18 12:00:00,
2191,2012-11-19 00:00:00,
2191,2012-11-19 12:00:00,
2191,2012-11-20 00:00:00,
2191,2012-11-20 12:00:00,
2220,2012-11-15 00:00:00,
2220,2012-11-15 12:00:00,
2220,2012-11-16 00:00:00,C8.4
2220,2012-11-16 12:00:00,C8.4
2220,2012-11-17 00:00:00,C1.3
2220,2012-11-17 12:00:00,C1.3
2220,2012-11-18 00:00:00,C1.3
2220,2012-11-18 12:00:00,C7.0
2220,2012-11-19 00:00:00,C7.0
2220,2012-11-19 12:00:00,C3.9
2220,2012-11-20 00:00:00,M1.6
2220,2012-11-20 12:00:00,M1.6
2220,2012-11-21 00:00:00,M3.5
2220,2012-11-21 12:00:00,M3.5
2220,2012-11-22 00:00:00,B9.5
2220,2012-11-22 12:00:00,B9.5
2220,2012-11-23 00:00:00,C2.5
2220,2012-11-23 12:00:00,C2.5
2220,2012-11-24 00:00:00,C3.3
2220,2012-11-24 12:00:00,C3.3
2220,2012-11-25 00:00:00,B9.5
2220,2012-11-25 12:00:00,C1.0
2220,2012-11-26 00:00:00,C1.0
2220,2012-11-26 12:00:00,C1.5
2220,2012-11-27 00:00:00,M1.6
2220,2012-11-27 12:00:00,M1.6
2220,2012-11-28 00:00:00,
2227,2012-11-18 00:00:00,
2227,2012-11-18 12:00:00,
2227,2012-11-19 00:00:00,
2227,2012-11-19 12:00:00,
2227,2012-11-20 00:00:00,
2227,2012-11-20 12:00:00,
2227,2012-11-21 00:00:00,
2227,2012-11-21 12:00:00,
2227,2012-11-22 00:00:00,
2227,2012-11-22 12:00:00,
2227,2012-11-23 00:00:00,
2227,2012-11-23 12:00:00,
2227,2012-11-24 00:00:00,
2227,2012-11-24 12:00:00,
2227,2012-11-25 00:00:00,C1.4
2227,2012-11-25 12:00:00,C1.9
2227,2012-11-26 00:00:00,C2.3
2227,2012-11-26 12:00:00,C5.9
2227,2012-11-27 00:00:00,M1.0
2227,2012-11-27 12:00:00,M1.0
2227,2012-11-28 00:00:00,M2.2
2227,2012-11-28 12:00:00,M2.2
2227,2012-11-29 00:00:00,C3.7
2227,2012-11-29 12:00:00,C1.7
2227,2012-11-30 00:00:00,C5.4
2227,2012-11-30 12:00:00,C5.4
2227,2012-12-01 00:00:00,C1.9
2240,2012-11-24 00:00:00,B4.5
2240,2012-11-24 12:00:00,B4.5
2240,2012-11-25 00:00:00,
2240,2012-11-25 12:00:00,
2240,2012-11-26 00:00:00,
2240,2012-11-26 12:00:00,
2245,2012-11-26 00:00:00,
2245,2012-11-26 12:00:00,
2245,2012-11-27 00:00:00,C1.6
2245,2012-11-27 12:00:00,C3.1
2245,2012-11-28 00:00:00,C3.1
2245,2012-11-28 12:00:00,C5.8
2245,2012-11-29 00:00:00,C5.8
2245,2012-11-29 12:00:00,C2.8
2245,2012-11-30 00:00:00,C1.2
2245,2012-11-30 12:00:00,C1.3
2245,2012-12-01 00:00:00,C1.3
2245,2012-12-01 12:00:00,B9.4
2245,2012-12-02 00:00:00,B2.8
2245,2012-12-02 12:00:00,B3.9
2245,2012-12-03 00:00:00,B3.9
2245,2012-12-03 12:00:00,B7.0
2245,2012-12-04 00:00:00,B7.0
2245,2012-12-04 12:00:00,B2.9
2245,2012-12-05 00:00:00,
2245,2012-12-05 12:00:00,B3.3
2245,2012-12-06 00:00:00,B3.3
2245,2012-12-06 12:00:00,
2245,2012-12-07 00:00:00,
2245,2012-12-07 12:00:00,B2.8
2245,2012-12-08 00:00:00,B2.8
2245,2012-12-08 12:00:00,
2245,2012-12-09 00:00:00,
2245,2012-12-09 12:00:00,
2245,2012-12-10 00:00:00,
2262,2012-12-04 00:00:00,B2.6
2262,2012-12-04 12:00:00,C1.7
2262,2012-12-05 00:00:00,C1.7
2262,2012-12-05 12:00:00,
2262,2012-12-06 00:00:00,B6.4
2262,2012-12-06 12:00:00,B6.4
2262,2012-12-07 00:00:00,
2262,2012-12-07 12:00:00,B9.5
2262,2012-12-08 00:00:00,B9.5
2262,2012-12-08 12:00:00,B5.2
2262,2012-12-09 00:00:00,B7.9
2262,2012-12-09 12:00:00,B7.9
2262,2012-12-10 00:00:00,
2262,2012-12-10 12:00:00,
2262,2012-12-11 00:00:00,
2262,2012-12-11 12:00:00,C5.7
2262,2012-12-12 00:00:00,C5.7
2262,2012-12-12 12:00:00,B9.5
2262,2012-12-13 00:00:00,B4.6
2262,2012-12-13 12:00:00,B4.5
2262,2012-12-14 00:00:00,B9.0
2262,2012-12-14 12:00:00,B9.0
2270,2012-12-06 00:00:00,
2270,2012-12-06 12:00:00,
2270,2012-12-07 00:00:00,
2270,2012-12-07 12:00:00,
2270,2012-12-08 00:00:00,
2270,2012-12-08 12:00:00,B1.9
2270,2012-12-09 00:00:00,C1.4
2270,2012-12-09 12:00:00,C5.5
2270,2012-12-10 00:00:00,C5.5
2270,2012-12-10 12:00:00,B5.7
2270,2012-12-11 00:00:00,B5.7
2270,2012-12-11 12:00:00,B5.7
2270,2012-12-12 00:00:00,B5.7
2291,2012-12-11 00:00:00,
2291,2012-12-11 12:00:00,
2291,2012-12-12 00:00:00,
2291,2012-12-12 12:00:00,
2291,2012-12-13 00:00:00,C1.2
2291,2012-12-13 12:00:00,C1.2
2291,2012-12-14 00:00:00,
2291,2012-12-14 12:00:00,B7.8
2291,2012-12-15 00:00:00,C1.2
2291,2012-12-15 12:00:00,C1.2
2291,2012-12-16 00:00:00,C1.1
2291,2012-12-16 12:00:00,C1.3
2291,2012-12-17 00:00:00,C1.3
2291,2012-12-17 12:00:00,C1.3
2291,2012-12-18 00:00:00,C1.4
2291,2012-12-18 12:00:00,C1.4
2291,2012-12-19 00:00:00,
2306,2012-12-14 00:00:00,C1.0
2306,2012-12-14 12:00:00,C1.0
2306,2012-12-15 00:00:00,B6.5
2306,2012-12-15 12:00:00,B6.5
2306,2012-12-16 00:00:00,B5.5
2306,2012-12-16 12:00:00,B7.4
2306,2012-12-17 00:00:00,B7.4
2306,2012-12-17 12:00:00,
2306,2012-12-18 00:00:00,C1.3
2306,2012-12-18 12:00:00,C1.3
2306,2012-12-19 00:00:00,B5.8
2306,2012-12-19 12:00:00,
2306,2012-12-20 00:00:00,B4.4
2306,2012-12-20 12:00:00,B6.8
2306,2012-12-21 00:00:00,B6.8
2306,2012-12-21 12:00:00,B6.8
2306,2012-12-22 00:00:00,C1.9
2306,2012-12-22 12:00:00,C1.9
2306,2012-12-23 00:00:00,C1.3
2306,2012-12-23 12:00:00,
2306,2012-12-24 00:00:00,C1.2
2306,2012-12-24 12:00:00,C1.2
2306,2012-12-25 00:00:00,
2306,2012-12-25 12:00:00,
2306,2012-12-26 00:00:00,
2306,2012-12-26 12:00:00,B5.6
2306,2012-12-27 00:00:00,B5.6
2314,2012-12-18 00:00:00,
2314,2012-12-18 12:00:00,
2314,2012-12-19 00:00:00,B4.4
2314,2012-12-19 12:00:00,B4.9
2314,2012-12-20 00:00:00,B4.9
2314,2012-12-20 12:00:00,B6.0
2314,2012-12-21 00:00:00,C1.9
2314,2012-12-21 12:00:00,C1.9
2314,2012-12-22 00:00:00,C1.9
2314,2012-12-22 12:00:00,C1.5
2314,2012-12-23 00:00:00,C1.5
2314,2012-12-23 12:00:00,B9.3
2314,2012-12-24 00:00:00,C1.7
2314,2012-12-24 12:00:00,C1.8
2314,2012-12-25 00:00:00,C4.1
2314,2012-12-25 12:00:00,C4.1
2314,2012-12-26 00:00:00,C3.9
2314,2012-12-26 12:00:00,C1.6
2314,2012-12-27 00:00:00,C1.6
2314,2012-12-27 12:00:00,B9.4
2314,2012-12-28 00:00:00,B3.5
2314,2012-12-28 12:00:00,
2314,2012-12-29 00:00:00,
2314,2012-12-29 12:00:00,B5.4
2314,2012-12-30 00:00:00,B5.4
2322,2012-12-24 00:00:00,
2322,2012-12-24 12:00:00,
2329,2012-12-26 00:00:00,
2331,2012-12-26 00:00:00,
2331,2012-12-26 12:00:00,
2331,2012-12-27 00:00:00,
2337,2012-12-29 00:00:00,
2337,2012-12-29 12:00:00,
2337,2012-12-30 00:00:00,
2337,2012-12-30 12:00:00,
2337,2012-12-31 00:00:00,B8.9
2337,2012-12-31 12:00:00,C1.2
2337,2013-01-01 00:00:00,C1.2
2337,2013-01-01 12:00:00,B6.2
2337,2013-01-02 00:00:00,
2337,2013-01-02 12:00:00,B5.7
2337,2013-01-03 00:00:00,C1.7
2337,2013-01-03 12:00:00,C1.7
2337,2013-01-04 00:00:00,C1.2
2337,2013-01-04 12:00:00,
2338,2012-12-29 00:00:00,
2342,2012-12-31 00:00:00,
2344,2013-01-01 00:00:00,
2344,2013-01-01 12:00:00,
2353,2013-01-02 00:00:00,
2353,2013-01-02 12:00:00,
2362,2013-01-05 00:00:00,M1.7
2362,2013-01-05 12:00:00,
2362,2013-01-06 00:00:00,C1.7
2362,2013-01-06 12:00:00,C1.7
2362,2013-01-07 00:00:00,
2362,2013-01-07 12:00:00,C1.8
2362,2013-01-08 00:00:00,C1.8
2362,2013-01-08 12:00:00,C1.3
2362,2013-01-09 00:00:00,
2362,2013-01-09 12:00:00,
2362,2013-01-10 00:00:00,
2362,2013-01-10 12:00:00,
2362,2013-01-11 00:00:00,
2362,2013-01-11 12:00:00,
2362,2013-01-12 00:00:00,C3.1
2362,2013-01-12 12:00:00,M1.7
2362,2013-01-13 00:00:00,M1.7
2362,2013-01-13 12:00:00,C6.5
2362,2013-01-14 00:00:00,C6.5
2362,2013-01-14 12:00:00,
2362,2013-01-15 00:00:00,
2362,2013-01-15 12:00:00,
2366,2013-01-05 00:00:00,C2.1
2366,2013-01-05 12:00:00,C3.0
2366,2013-01-06 00:00:00,C3.0
2366,2013-01-06 12:00:00,C1.3
2366,2013-01-07 00:00:00,C1.3
2366,2013-01-07 12:00:00,C1.1
2366,2013-01-08 00:00:00,C1.1
2366,2013-01-08 12:00:00,
2366,2013-01-09 00:00:00,
2366,2013-01-09 12:00:00,
2371,2013-01-07 00:00:00,
2371,2013-01-07 12:00:00,
2372,2013-01-07 00:00:00,
2372,2013-01-07 12:00:00,C2.1
2372,2013-01-08 00:00:00,C2.1
2372,2013-01-08 12:00:00,C2.5
2372,2013-01-09 00:00:00,C2.5
2372,2013-01-09 12:00:00,C2.3
2372,2013-01-10 00:00:00,C8.0
2372,2013-01-10 12:00:00,M1.2
2372,2013-01-11 00:00:00,M1.2
2372,2013-01-11 12:00:00,M1.0
2372,2013-01-12 00:00:00,C5.3
2372,2013-01-12 12:00:00,C3.9
2372,2013-01-13 00:00:00,C2.0
2372,2013-01-13 12:00:00,C2.0
2372,2013-01-14 00:00:00,C3.4
2372,2013-01-14 12:00:00,C3.4
2372,2013-01-15 00:00:00,C2.2
2372,2013-01-15 12:00:00,C1.8
2372,2013-01-16 00:00:00,B7.1
2372,2013-01-16 12:00:00,
2372,2013-01-17 00:00:00,
2372,2013-01-17 12:00:00,
2372,2013-01-18 00:00:00,C5.8
2372,2013-01-18 12:00:00,C5.8
2372,2013-01-19 00:00:00,C1.0
2372,2013-01-19 12:00:00,B5.6
2372,2013-01-20 00:00:00,C1.1
2372,2013-01-20 12:00:00,C1.1
2372,2013-01-21 00:00:00,
2387,2013-01-12 00:00:00,
2387,2013-01-12 12:00:00,
2400,2013-01-15 00:00:00,
2400,2013-01-15 12:00:00,
2400,2013-01-16 00:00:00,
2400,2013-01-16 12:00:00,
2400,2013-01-17 00:00:00,
2400,2013-01-17 12:00:00,
2400,2013-01-18 00:00:00,B9.4
2400,2013-01-18 12:00:00,C1.1
2400,2013-01-19 00:00:00,C1.1
2400,2013-01-19 12:00:00,
2401,2013-01-15 00:00:00,
2411,2013-01-21 00:00:00,
2411,2013-01-21 12:00:00,
2411,2013-01-22 00:00:00,
2411,2013-01-22 12:00:00,B6.5
2411,2013-01-23 00:00:00,B6.5
2411,2013-01-23 12:00:00,
2420,2013-01-24 00:00:00,
2420,2013-01-24 12:00:00,
2420,2013-01-25 00:00:00,
2433,2013-01-28 00:00:00,
2433,2013-01-28 12:00:00,
2433,2013-01-29 00:00:00,
2433,2013-01-29 12:00:00,B2.3
2433,2013-01-30 00:00:00,B2.3
2433,2013-01-30 12:00:00,B1.6
2433,2013-01-31 00:00:00,
2439,2013-01-31 00:00:00,
2439,2013-01-31 12:00:00,
2439,2013-02-01 00:00:00,
2439,2013-02-01 12:00:00,B4.4
2439,2013-02-02 00:00:00,C2.9
2439,2013-02-02 12:00:00,C8.4
2439,2013-02-03 00:00:00,C8.4
2439,2013-02-03 12:00:00,B7.5
2439,2013-02-04 00:00:00,
2439,2013-02-04 12:00:00,
2439,2013-02-05 00:00:00,
2439,2013-02-05 12:00:00,C8.7
2439,2013-02-06 00:00:00,C8.7
2439,2013-02-06 12:00:00,B6.6
2439,2013-02-07 00:00:00,B6.6
2450,2013-02-03 00:00:00,
2450,2013-02-03 12:00:00,B3.4
2450,2013-02-04 00:00:00,C2.0
